country	group	value	ranking	name
SWE	Instructing	0.4363058	1	Teaching professionals
SVN	Instructing	0.3729599	1	Health professionals
SVK	Instructing	0.3729599	1	Health professionals
GBR	Instructing	0.4363058	1	Teaching professionals
ZAF	Instructing	0.4363058	1	Teaching professionals
AUT	Instructing	0.3729599	2	Health professionals
AUT	Instructing	0.3222395	3	Managers
AUT	Instructing	0.289848	4	Science & engineering professionals
AUT	Instructing	0.2865805	5	"Legal, social & cultural associate professionals"
BEL	Instructing	0.3729599	2	Health professionals
BEL	Instructing	0.289848	3	Science & engineering professionals
BEL	Instructing	0.2865805	4	"Legal, social & cultural associate professionals"
BEL	Instructing	0.2790598	5	ICT technicians
BGR	Instructing	0.3729599	2	Health professionals
BGR	Instructing	0.3222395	3	Managers
BGR	Instructing	0.289848	4	Science & engineering professionals
BGR	Instructing	0.2865805	5	"Legal, social & cultural associate professionals"
CHE	Instructing	0.289848	2	Science & engineering professionals
CHE	Instructing	0.2865805	3	"Legal, social & cultural associate professionals"
CHE	Instructing	0.2790598	4	ICT technicians
CHE	Instructing	0.2747973	5	"Legal, social & cultural professionals"
CYP	Instructing	0.3729599	2	Health professionals
CYP	Instructing	0.289848	3	Science & engineering professionals
CYP	Instructing	0.2790598	4	ICT technicians
CYP	Instructing	0.2747973	5	"Legal, social & cultural professionals"
CZE	Instructing	0.3222395	2	Managers
CZE	Instructing	0.2790598	3	ICT technicians
CZE	Instructing	0.2688947	4	ICT professionals
CZE	Instructing	0.2647571	5	Business & admin professionals
DEU	Instructing	0.3729599	2	Health professionals
DEU	Instructing	0.3222395	3	Managers
DEU	Instructing	0.289848	4	Science & engineering professionals
DEU	Instructing	0.2865805	5	"Legal, social & cultural associate professionals"
DNK	Instructing	0.3729599	2	Health professionals
DNK	Instructing	0.3222395	3	Managers
DNK	Instructing	0.289848	4	Science & engineering professionals
DNK	Instructing	0.2790598	5	ICT technicians
EST	Instructing	0.3729599	2	Health professionals
EST	Instructing	0.3222395	3	Managers
EST	Instructing	0.289848	4	Science & engineering professionals
EST	Instructing	0.2865805	5	"Legal, social & cultural associate professionals"
GRC	Instructing	0.3729599	2	Health professionals
GRC	Instructing	0.289848	3	Science & engineering professionals
GRC	Instructing	0.2747973	4	"Legal, social & cultural professionals"
GRC	Instructing	0.2688947	5	ICT professionals
ESP	Instructing	0.3729599	2	Health professionals
ESP	Instructing	0.289848	3	Science & engineering professionals
ESP	Instructing	0.2790598	4	ICT technicians
ESP	Instructing	0.2688947	5	ICT professionals
FIN	Instructing	0.3729599	2	Health professionals
FIN	Instructing	0.3222395	3	Managers
FIN	Instructing	0.289848	4	Science & engineering professionals
FIN	Instructing	0.2790598	5	ICT technicians
FRA	Instructing	0.3222395	2	Managers
FRA	Instructing	0.289848	3	Science & engineering professionals
FRA	Instructing	0.2688947	4	ICT professionals
FRA	Instructing	0.2609017	5	Health associate professionals
HUN	Instructing	0.3729599	2	Health professionals
HUN	Instructing	0.2865805	3	"Legal, social & cultural associate professionals"
HUN	Instructing	0.2790598	4	ICT technicians
HUN	Instructing	0.2747973	5	"Legal, social & cultural professionals"
IRL	Instructing	0.3729599	2	Health professionals
IRL	Instructing	0.3222395	3	Managers
IRL	Instructing	0.289848	4	Science & engineering professionals
IRL	Instructing	0.2865805	5	"Legal, social & cultural associate professionals"
ISL	Instructing	0.3729599	2	Health professionals
ISL	Instructing	0.3222395	3	Managers
ISL	Instructing	0.289848	4	Science & engineering professionals
ISL	Instructing	0.2865805	5	"Legal, social & cultural associate professionals"
ITA	Instructing	0.3729599	2	Health professionals
ITA	Instructing	0.289848	3	Science & engineering professionals
ITA	Instructing	0.2790598	4	ICT technicians
ITA	Instructing	0.2747973	5	"Legal, social & cultural professionals"
LTU	Instructing	0.289848	2	Science & engineering professionals
LTU	Instructing	0.2790598	3	ICT technicians
LTU	Instructing	0.2609017	4	Health associate professionals
LTU	Instructing	0.2595391	5	Science & engineering associate professionals
LUX	Instructing	0.3729599	2	Health professionals
LUX	Instructing	0.3222395	3	Managers
LUX	Instructing	0.289848	4	Science & engineering professionals
LUX	Instructing	0.2790598	5	ICT technicians
LVA	Instructing	0.3729599	2	Health professionals
LVA	Instructing	0.3222395	3	Managers
LVA	Instructing	0.289848	4	Science & engineering professionals
LVA	Instructing	0.2790598	5	ICT technicians
NLD	Instructing	0.3729599	2	Health professionals
NLD	Instructing	0.3222395	3	Managers
NLD	Instructing	0.289848	4	Science & engineering professionals
NLD	Instructing	0.2790598	5	ICT technicians
NOR	Instructing	0.3222395	2	Managers
NOR	Instructing	0.289848	3	Science & engineering professionals
NOR	Instructing	0.2865805	4	"Legal, social & cultural associate professionals"
NOR	Instructing	0.2747973	5	"Legal, social & cultural professionals"
POL	Instructing	0.3222395	2	Managers
POL	Instructing	0.289848	3	Science & engineering professionals
POL	Instructing	0.2865805	4	"Legal, social & cultural associate professionals"
POL	Instructing	0.2790598	5	ICT technicians
PRT	Instructing	0.3729599	2	Health professionals
PRT	Instructing	0.2865805	3	"Legal, social & cultural associate professionals"
PRT	Instructing	0.2747973	4	"Legal, social & cultural professionals"
PRT	Instructing	0.2688947	5	ICT professionals
ROU	Instructing	0.3222395	2	Managers
ROU	Instructing	0.289848	3	Science & engineering professionals
ROU	Instructing	0.2865805	4	"Legal, social & cultural associate professionals"
ROU	Instructing	0.2790598	5	ICT technicians
SWE	Instructing	0.3729599	2	Health professionals
SWE	Instructing	0.3222395	3	Managers
SWE	Instructing	0.2688947	4	ICT professionals
SWE	Instructing	0.2647571	5	Business & admin professionals
SVN	Instructing	0.289848	2	Science & engineering professionals
SVN	Instructing	0.2790598	3	ICT technicians
SVN	Instructing	0.2688947	4	ICT professionals
SVN	Instructing	0.2609017	5	Health associate professionals
SVK	Instructing	0.3222395	2	Managers
SVK	Instructing	0.289848	3	Science & engineering professionals
SVK	Instructing	0.2865805	4	"Legal, social & cultural associate professionals"
SVK	Instructing	0.2790598	5	ICT technicians
GBR	Instructing	0.3729599	2	Health professionals
GBR	Instructing	0.3222395	3	Managers
GBR	Instructing	0.2688947	4	ICT professionals
GBR	Instructing	0.2393902	5	Electrical & electronic trades workers
ZAF	Instructing	0.3729599	2	Health professionals
ZAF	Instructing	0.3222395	3	Managers
ZAF	Instructing	0.2747973	4	"Legal, social & cultural professionals"
ZAF	Instructing	0.2688947	5	ICT professionals
AUT	Judgment and Decision Making	0.4369424	1	Health professionals
BEL	Judgment and Decision Making	0.4369424	1	Health professionals
BGR	Judgment and Decision Making	0.4369424	1	Health professionals
CHE	Judgment and Decision Making	0.4023679	1	Science & engineering professionals
CYP	Judgment and Decision Making	0.4369424	1	Health professionals
CZE	Judgment and Decision Making	0.4369424	1	Health professionals
DEU	Judgment and Decision Making	0.4369424	1	Health professionals
DNK	Judgment and Decision Making	0.4369424	1	Health professionals
EST	Judgment and Decision Making	0.4369424	1	Health professionals
GRC	Judgment and Decision Making	0.4369424	1	Health professionals
ESP	Judgment and Decision Making	0.4369424	1	Health professionals
FIN	Judgment and Decision Making	0.4369424	1	Health professionals
FRA	Judgment and Decision Making	0.4091961	1	Managers
HUN	Judgment and Decision Making	0.4369424	1	Health professionals
IRL	Judgment and Decision Making	0.4369424	1	Health professionals
ISL	Judgment and Decision Making	0.4369424	1	Health professionals
ITA	Judgment and Decision Making	0.4369424	1	Health professionals
LTU	Judgment and Decision Making	0.4369424	1	Health professionals
LUX	Judgment and Decision Making	0.4369424	1	Health professionals
LVA	Judgment and Decision Making	0.4369424	1	Health professionals
NLD	Judgment and Decision Making	0.4369424	1	Health professionals
NOR	Judgment and Decision Making	0.4091961	1	Managers
POL	Judgment and Decision Making	0.4091961	1	Managers
PRT	Judgment and Decision Making	0.4369424	1	Health professionals
ROU	Judgment and Decision Making	0.4091961	1	Managers
SWE	Judgment and Decision Making	0.4369424	1	Health professionals
SVN	Judgment and Decision Making	0.4369424	1	Health professionals
SVK	Judgment and Decision Making	0.4369424	1	Health professionals
GBR	Judgment and Decision Making	0.4369424	1	Health professionals
ZAF	Judgment and Decision Making	0.4369424	1	Health professionals
AUT	Judgment and Decision Making	0.4091961	2	Managers
AUT	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
AUT	Judgment and Decision Making	0.3957075	4	"Legal, social & cultural professionals"
AUT	Judgment and Decision Making	0.3841785	5	Business & admin professionals
BEL	Judgment and Decision Making	0.4023679	2	Science & engineering professionals
BEL	Judgment and Decision Making	0.3957075	3	"Legal, social & cultural professionals"
BEL	Judgment and Decision Making	0.378273	4	ICT professionals
BEL	Judgment and Decision Making	0.3626761	5	Teaching professionals
BGR	Judgment and Decision Making	0.4091961	2	Managers
BGR	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
BGR	Judgment and Decision Making	0.3957075	4	"Legal, social & cultural professionals"
BGR	Judgment and Decision Making	0.378273	5	ICT professionals
CHE	Judgment and Decision Making	0.3957075	2	"Legal, social & cultural professionals"
CHE	Judgment and Decision Making	0.3626761	3	Teaching professionals
CHE	Judgment and Decision Making	0.3051674	4	Health associate professionals
CHE	Judgment and Decision Making	0.2962688	5	"Legal, social & cultural associate professionals"
CYP	Judgment and Decision Making	0.4023679	2	Science & engineering professionals
CYP	Judgment and Decision Making	0.3957075	3	"Legal, social & cultural professionals"
CYP	Judgment and Decision Making	0.3841785	4	Business & admin professionals
CYP	Judgment and Decision Making	0.378273	5	ICT professionals
CZE	Judgment and Decision Making	0.4091961	2	Managers
CZE	Judgment and Decision Making	0.3841785	3	Business & admin professionals
CZE	Judgment and Decision Making	0.378273	4	ICT professionals
CZE	Judgment and Decision Making	0.3120744	5	Science & engineering associate professionals
DEU	Judgment and Decision Making	0.4091961	2	Managers
DEU	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
DEU	Judgment and Decision Making	0.3957075	4	"Legal, social & cultural professionals"
DEU	Judgment and Decision Making	0.3841785	5	Business & admin professionals
DNK	Judgment and Decision Making	0.4091961	2	Managers
DNK	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
DNK	Judgment and Decision Making	0.3957075	4	"Legal, social & cultural professionals"
DNK	Judgment and Decision Making	0.3626761	5	Teaching professionals
EST	Judgment and Decision Making	0.4091961	2	Managers
EST	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
EST	Judgment and Decision Making	0.3957075	4	"Legal, social & cultural professionals"
EST	Judgment and Decision Making	0.3841785	5	Business & admin professionals
GRC	Judgment and Decision Making	0.4023679	2	Science & engineering professionals
GRC	Judgment and Decision Making	0.3957075	3	"Legal, social & cultural professionals"
GRC	Judgment and Decision Making	0.3841785	4	Business & admin professionals
GRC	Judgment and Decision Making	0.378273	5	ICT professionals
ESP	Judgment and Decision Making	0.4023679	2	Science & engineering professionals
ESP	Judgment and Decision Making	0.3841785	3	Business & admin professionals
ESP	Judgment and Decision Making	0.378273	4	ICT professionals
ESP	Judgment and Decision Making	0.3626761	5	Teaching professionals
FIN	Judgment and Decision Making	0.4091961	2	Managers
FIN	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
FIN	Judgment and Decision Making	0.3957075	4	"Legal, social & cultural professionals"
FIN	Judgment and Decision Making	0.3841785	5	Business & admin professionals
FRA	Judgment and Decision Making	0.4023679	2	Science & engineering professionals
FRA	Judgment and Decision Making	0.378273	3	ICT professionals
FRA	Judgment and Decision Making	0.3626761	4	Teaching professionals
FRA	Judgment and Decision Making	0.3120744	5	Science & engineering associate professionals
HUN	Judgment and Decision Making	0.3957075	2	"Legal, social & cultural professionals"
HUN	Judgment and Decision Making	0.3626761	3	Teaching professionals
HUN	Judgment and Decision Making	0.3068131	4	Business & admin associate professionals
HUN	Judgment and Decision Making	0.3051674	5	Health associate professionals
IRL	Judgment and Decision Making	0.4091961	2	Managers
IRL	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
IRL	Judgment and Decision Making	0.3957075	4	"Legal, social & cultural professionals"
IRL	Judgment and Decision Making	0.378273	5	ICT professionals
ISL	Judgment and Decision Making	0.4091961	2	Managers
ISL	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
ISL	Judgment and Decision Making	0.3957075	4	"Legal, social & cultural professionals"
ISL	Judgment and Decision Making	0.3841785	5	Business & admin professionals
ITA	Judgment and Decision Making	0.4023679	2	Science & engineering professionals
ITA	Judgment and Decision Making	0.3957075	3	"Legal, social & cultural professionals"
ITA	Judgment and Decision Making	0.3841785	4	Business & admin professionals
ITA	Judgment and Decision Making	0.378273	5	ICT professionals
LTU	Judgment and Decision Making	0.4091961	2	Managers
LTU	Judgment and Decision Making	0.3957075	3	"Legal, social & cultural professionals"
LTU	Judgment and Decision Making	0.3841785	4	Business & admin professionals
LTU	Judgment and Decision Making	0.378273	5	ICT professionals
LUX	Judgment and Decision Making	0.4091961	2	Managers
LUX	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
LUX	Judgment and Decision Making	0.3841785	4	Business & admin professionals
LUX	Judgment and Decision Making	0.378273	5	ICT professionals
LVA	Judgment and Decision Making	0.4091961	2	Managers
LVA	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
LVA	Judgment and Decision Making	0.3957075	4	"Legal, social & cultural professionals"
LVA	Judgment and Decision Making	0.378273	5	ICT professionals
NLD	Judgment and Decision Making	0.4091961	2	Managers
NLD	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
NLD	Judgment and Decision Making	0.3957075	4	"Legal, social & cultural professionals"
NLD	Judgment and Decision Making	0.3841785	5	Business & admin professionals
NOR	Judgment and Decision Making	0.4023679	2	Science & engineering professionals
NOR	Judgment and Decision Making	0.3957075	3	"Legal, social & cultural professionals"
NOR	Judgment and Decision Making	0.3841785	4	Business & admin professionals
NOR	Judgment and Decision Making	0.378273	5	ICT professionals
POL	Judgment and Decision Making	0.4023679	2	Science & engineering professionals
POL	Judgment and Decision Making	0.3957075	3	"Legal, social & cultural professionals"
POL	Judgment and Decision Making	0.3841785	4	Business & admin professionals
POL	Judgment and Decision Making	0.378273	5	ICT professionals
PRT	Judgment and Decision Making	0.3957075	2	"Legal, social & cultural professionals"
PRT	Judgment and Decision Making	0.3841785	3	Business & admin professionals
PRT	Judgment and Decision Making	0.378273	4	ICT professionals
PRT	Judgment and Decision Making	0.3626761	5	Teaching professionals
ROU	Judgment and Decision Making	0.4023679	2	Science & engineering professionals
ROU	Judgment and Decision Making	0.3957075	3	"Legal, social & cultural professionals"
ROU	Judgment and Decision Making	0.3841785	4	Business & admin professionals
ROU	Judgment and Decision Making	0.378273	5	ICT professionals
SWE	Judgment and Decision Making	0.4091961	2	Managers
SWE	Judgment and Decision Making	0.3841785	3	Business & admin professionals
SWE	Judgment and Decision Making	0.378273	4	ICT professionals
SWE	Judgment and Decision Making	0.3626761	5	Teaching professionals
SVN	Judgment and Decision Making	0.4023679	2	Science & engineering professionals
SVN	Judgment and Decision Making	0.378273	3	ICT professionals
SVN	Judgment and Decision Making	0.3120744	4	Science & engineering associate professionals
SVN	Judgment and Decision Making	0.3068131	5	Business & admin associate professionals
SVK	Judgment and Decision Making	0.4091961	2	Managers
SVK	Judgment and Decision Making	0.4023679	3	Science & engineering professionals
SVK	Judgment and Decision Making	0.378273	4	ICT professionals
SVK	Judgment and Decision Making	0.3120744	5	Science & engineering associate professionals
GBR	Judgment and Decision Making	0.4091961	2	Managers
GBR	Judgment and Decision Making	0.378273	3	ICT professionals
GBR	Judgment and Decision Making	0.3626761	4	Teaching professionals
GBR	Judgment and Decision Making	0.3068131	5	Business & admin associate professionals
ZAF	Judgment and Decision Making	0.4091961	2	Managers
ZAF	Judgment and Decision Making	0.3957075	3	"Legal, social & cultural professionals"
ZAF	Judgment and Decision Making	0.3841785	4	Business & admin professionals
ZAF	Judgment and Decision Making	0.378273	5	ICT professionals
AUT	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
BEL	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
BGR	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
CHE	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
CYP	Law and Government	0.3496856	1	Protective services workers
CZE	Law and Government	0.3496856	1	Protective services workers
DEU	Law and Government	0.3496856	1	Protective services workers
DNK	Law and Government	0.3496856	1	Protective services workers
EST	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
GRC	Law and Government	0.3496856	1	Protective services workers
ESP	Law and Government	0.3496856	1	Protective services workers
FIN	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
FRA	Law and Government	0.3496856	1	Protective services workers
HUN	Law and Government	0.3496856	1	Protective services workers
IRL	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
ISL	Law and Government	0.3496856	1	Protective services workers
ITA	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
LTU	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
LUX	Law and Government	0.3496856	1	Protective services workers
LVA	Law and Government	0.3496856	1	Protective services workers
NLD	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
NOR	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
POL	Law and Government	0.3496856	1	Protective services workers
PRT	Law and Government	0.3496856	1	Protective services workers
ROU	Law and Government	0.3389042	1	"Legal, social & cultural professionals"
SWE	Law and Government	0.2716679	1	Managers
SVN	Law and Government	0.3496856	1	Protective services workers
SVK	Law and Government	0.3496856	1	Protective services workers
GBR	Law and Government	0.2716679	1	Managers
ZAF	Law and Government	0.3496856	1	Protective services workers
AUT	Law and Government	0.2716679	2	Managers
AUT	Law and Government	0.251206	3	Business & admin professionals
AUT	Law and Government	0.2365176	4	Health professionals
AUT	Law and Government	0.2317386	5	Science & engineering professionals
BEL	Law and Government	0.2365176	2	Health professionals
BEL	Law and Government	0.2317386	3	Science & engineering professionals
BEL	Law and Government	0.227998	4	Business & admin associate professionals
BEL	Law and Government	0.2053991	5	Health associate professionals
BGR	Law and Government	0.2716679	2	Managers
BGR	Law and Government	0.2365176	3	Health professionals
BGR	Law and Government	0.2317386	4	Science & engineering professionals
BGR	Law and Government	0.227998	5	Business & admin associate professionals
CHE	Law and Government	0.2317386	2	Science & engineering professionals
CHE	Law and Government	0.2053991	3	Health associate professionals
CHE	Law and Government	0.1981672	4	"Legal, social & cultural associate professionals"
CHE	Law and Government	0.1937321	5	Teaching professionals
CYP	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
CYP	Law and Government	0.251206	3	Business & admin professionals
CYP	Law and Government	0.2365176	4	Health professionals
CYP	Law and Government	0.2317386	5	Science & engineering professionals
CZE	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
CZE	Law and Government	0.2317386	3	Science & engineering professionals
CZE	Law and Government	0.227998	4	Business & admin associate professionals
CZE	Law and Government	0.1981672	5	"Legal, social & cultural associate professionals"
DEU	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
DEU	Law and Government	0.2716679	3	Managers
DEU	Law and Government	0.251206	4	Business & admin professionals
DEU	Law and Government	0.2365176	5	Health professionals
DNK	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
DNK	Law and Government	0.2716679	3	Managers
DNK	Law and Government	0.2365176	4	Health professionals
DNK	Law and Government	0.2317386	5	Science & engineering professionals
EST	Law and Government	0.2716679	2	Managers
EST	Law and Government	0.251206	3	Business & admin professionals
EST	Law and Government	0.2365176	4	Health professionals
EST	Law and Government	0.2317386	5	Science & engineering professionals
GRC	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
GRC	Law and Government	0.251206	3	Business & admin professionals
GRC	Law and Government	0.2365176	4	Health professionals
GRC	Law and Government	0.2317386	5	Science & engineering professionals
ESP	Law and Government	0.251206	2	Business & admin professionals
ESP	Law and Government	0.2365176	3	Health professionals
ESP	Law and Government	0.2317386	4	Science & engineering professionals
ESP	Law and Government	0.227998	5	Business & admin associate professionals
FIN	Law and Government	0.2716679	2	Managers
FIN	Law and Government	0.251206	3	Business & admin professionals
FIN	Law and Government	0.2365176	4	Health professionals
FIN	Law and Government	0.2317386	5	Science & engineering professionals
FRA	Law and Government	0.2716679	2	Managers
FRA	Law and Government	0.2317386	3	Science & engineering professionals
FRA	Law and Government	0.2053991	4	Health associate professionals
FRA	Law and Government	0.1937321	5	Teaching professionals
HUN	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
HUN	Law and Government	0.2365176	3	Health professionals
HUN	Law and Government	0.227998	4	Business & admin associate professionals
HUN	Law and Government	0.2053991	5	Health associate professionals
IRL	Law and Government	0.2716679	2	Managers
IRL	Law and Government	0.2365176	3	Health professionals
IRL	Law and Government	0.2317386	4	Science & engineering professionals
IRL	Law and Government	0.1981672	5	"Legal, social & cultural associate professionals"
ISL	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
ISL	Law and Government	0.2716679	3	Managers
ISL	Law and Government	0.251206	4	Business & admin professionals
ISL	Law and Government	0.2365176	5	Health professionals
ITA	Law and Government	0.251206	2	Business & admin professionals
ITA	Law and Government	0.2365176	3	Health professionals
ITA	Law and Government	0.2317386	4	Science & engineering professionals
ITA	Law and Government	0.227998	5	Business & admin associate professionals
LTU	Law and Government	0.2716679	2	Managers
LTU	Law and Government	0.251206	3	Business & admin professionals
LTU	Law and Government	0.2365176	4	Health professionals
LTU	Law and Government	0.227998	5	Business & admin associate professionals
LUX	Law and Government	0.2716679	2	Managers
LUX	Law and Government	0.251206	3	Business & admin professionals
LUX	Law and Government	0.2365176	4	Health professionals
LUX	Law and Government	0.2317386	5	Science & engineering professionals
LVA	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
LVA	Law and Government	0.2716679	3	Managers
LVA	Law and Government	0.2365176	4	Health professionals
LVA	Law and Government	0.2317386	5	Science & engineering professionals
NLD	Law and Government	0.2716679	2	Managers
NLD	Law and Government	0.251206	3	Business & admin professionals
NLD	Law and Government	0.2365176	4	Health professionals
NLD	Law and Government	0.2317386	5	Science & engineering professionals
NOR	Law and Government	0.2716679	2	Managers
NOR	Law and Government	0.251206	3	Business & admin professionals
NOR	Law and Government	0.2317386	4	Science & engineering professionals
NOR	Law and Government	0.227998	5	Business & admin associate professionals
POL	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
POL	Law and Government	0.2716679	3	Managers
POL	Law and Government	0.251206	4	Business & admin professionals
POL	Law and Government	0.2317386	5	Science & engineering professionals
PRT	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
PRT	Law and Government	0.251206	3	Business & admin professionals
PRT	Law and Government	0.2365176	4	Health professionals
PRT	Law and Government	0.2053991	5	Health associate professionals
ROU	Law and Government	0.2716679	2	Managers
ROU	Law and Government	0.251206	3	Business & admin professionals
ROU	Law and Government	0.2317386	4	Science & engineering professionals
ROU	Law and Government	0.2053991	5	Health associate professionals
SWE	Law and Government	0.251206	2	Business & admin professionals
SWE	Law and Government	0.2365176	3	Health professionals
SWE	Law and Government	0.227998	4	Business & admin associate professionals
SWE	Law and Government	0.2053991	5	Health associate professionals
SVN	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
SVN	Law and Government	0.2716679	3	Managers
SVN	Law and Government	0.251206	4	Business & admin professionals
SVN	Law and Government	0.1981672	5	"Legal, social & cultural associate professionals"
SVK	Law and Government	0.2716679	2	Managers
SVK	Law and Government	0.2365176	3	Health professionals
SVK	Law and Government	0.2317386	4	Science & engineering professionals
SVK	Law and Government	0.227998	5	Business & admin associate professionals
GBR	Law and Government	0.2365176	2	Health professionals
GBR	Law and Government	0.227998	3	Business & admin associate professionals
GBR	Law and Government	0.1937321	4	Teaching professionals
GBR	Law and Government	0.146506	5	Drivers & mobile plant operators
ZAF	Law and Government	0.3389042	2	"Legal, social & cultural professionals"
ZAF	Law and Government	0.2716679	3	Managers
ZAF	Law and Government	0.251206	4	Business & admin professionals
ZAF	Law and Government	0.2365176	5	Health professionals
AUT	Law and Public Safety	0.2637121	1	Managers
BEL	Law and Public Safety	0.2359761	1	"Legal, social & cultural professionals"
BGR	Law and Public Safety	0.4461772	1	Protective services workers
CHE	Law and Public Safety	0.4461772	1	Protective services workers
CYP	Law and Public Safety	0.2637121	1	Managers
CZE	Law and Public Safety	0.4461772	1	Protective services workers
DEU	Law and Public Safety	0.4461772	1	Protective services workers
DNK	Law and Public Safety	0.4461772	1	Protective services workers
EST	Law and Public Safety	0.2637121	1	Managers
GRC	Law and Public Safety	0.2637121	1	Managers
ESP	Law and Public Safety	0.4461772	1	Protective services workers
FIN	Law and Public Safety	0.2637121	1	Managers
FRA	Law and Public Safety	0.4461772	1	Protective services workers
HUN	Law and Public Safety	0.4461772	1	Protective services workers
IRL	Law and Public Safety	0.4461772	1	Protective services workers
ISL	Law and Public Safety	0.4461772	1	Protective services workers
ITA	Law and Public Safety	0.4461772	1	Protective services workers
LTU	Law and Public Safety	0.4461772	1	Protective services workers
LUX	Law and Public Safety	0.4461772	1	Protective services workers
LVA	Law and Public Safety	0.4461772	1	Protective services workers
NLD	Law and Public Safety	0.2637121	1	Managers
NOR	Law and Public Safety	0.2637121	1	Managers
POL	Law and Public Safety	0.4461772	1	Protective services workers
PRT	Law and Public Safety	0.4461772	1	Protective services workers
ROU	Law and Public Safety	0.2637121	1	Managers
SWE	Law and Public Safety	0.2637121	1	Managers
SVN	Law and Public Safety	0.4461772	1	Protective services workers
SVK	Law and Public Safety	0.4461772	1	Protective services workers
GBR	Law and Public Safety	0.2637121	1	Managers
ZAF	Law and Public Safety	0.2301765	1	Building trades workers (excl. electricians)
AUT	Law and Public Safety	0.2359761	2	"Legal, social & cultural professionals"
AUT	Law and Public Safety	0.2269768	3	Science & engineering professionals
AUT	Law and Public Safety	0.220617	4	Health professionals
AUT	Law and Public Safety	0.2182606	5	Health associate professionals
BEL	Law and Public Safety	0.2269768	2	Science & engineering professionals
BEL	Law and Public Safety	0.2266641	3	Drivers & mobile plant operators
BEL	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
BEL	Law and Public Safety	0.220617	5	Health professionals
BGR	Law and Public Safety	0.2301765	2	Building trades workers (excl. electricians)
BGR	Law and Public Safety	0.2222688	3	Electrical & electronic trades workers
BGR	Law and Public Safety	0.1832777	4	Business & admin professionals
BGR	Law and Public Safety	0.1713057	5	Street sales and service & refuse workers
CHE	Law and Public Safety	0.2637121	2	Managers
CHE	Law and Public Safety	0.2301765	3	Building trades workers (excl. electricians)
CHE	Law and Public Safety	0.2266641	4	Drivers & mobile plant operators
CHE	Law and Public Safety	0.220617	5	Health professionals
CYP	Law and Public Safety	0.2301765	2	Building trades workers (excl. electricians)
CYP	Law and Public Safety	0.2266641	3	Drivers & mobile plant operators
CYP	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
CYP	Law and Public Safety	0.2182606	5	Health associate professionals
CZE	Law and Public Safety	0.2359761	2	"Legal, social & cultural professionals"
CZE	Law and Public Safety	0.2301765	3	Building trades workers (excl. electricians)
CZE	Law and Public Safety	0.2269768	4	Science & engineering professionals
CZE	Law and Public Safety	0.2266641	5	Drivers & mobile plant operators
DEU	Law and Public Safety	0.2637121	2	Managers
DEU	Law and Public Safety	0.2359761	3	"Legal, social & cultural professionals"
DEU	Law and Public Safety	0.2269768	4	Science & engineering professionals
DEU	Law and Public Safety	0.2222688	5	Electrical & electronic trades workers
DNK	Law and Public Safety	0.2637121	2	Managers
DNK	Law and Public Safety	0.2359761	3	"Legal, social & cultural professionals"
DNK	Law and Public Safety	0.2301765	4	Building trades workers (excl. electricians)
DNK	Law and Public Safety	0.2269768	5	Science & engineering professionals
EST	Law and Public Safety	0.2359761	2	"Legal, social & cultural professionals"
EST	Law and Public Safety	0.2269768	3	Science & engineering professionals
EST	Law and Public Safety	0.2222688	4	Electrical & electronic trades workers
EST	Law and Public Safety	0.220617	5	Health professionals
GRC	Law and Public Safety	0.2301765	2	Building trades workers (excl. electricians)
GRC	Law and Public Safety	0.2266641	3	Drivers & mobile plant operators
